rank,sales,zip,lat,lon,city,state
928,5084.5085,62234,38.679282,-89.99407,Collinsville,IL
929,5080.2915,71603,34.189398,-92.04495,Pine Bluff,AR
930,5079.49,92503,33.91355,-117.46052,Riverside,CA
931,5079.381,6010,41.682249,-72.93365,Bristol,CT
932,5072.34,1545,42.286643,-71.72502,Shrewsbury,MA
933,5049.014,36203,33.591301,-85.83571,Anniston,AL
934,5042.04,91945,32.733451,-117.0337,Lemon Grove,CA
935,5023.0415,81001,38.282872,-104.57029,Pueblo,CO
936,4995.0615,28205,35.222406,-80.79221,Charlotte,NC
937,4990.38,28110,35.031947,-80.56002,Monroe,NC
938,4987.5435,73160,35.34377,-97.48596,Oklahoma City,OK
939,4953.3955,52240,41.649867,-91.52019,Iowa City,IA
940,4931.68,23701,36.810448,-76.36811,Portsmouth,VA
941,4929.43,84015,41.126476,-112.04427,Clearfield,UT
942,4922.603,43055,40.079115,-82.40054,Newark,OH
943,4886.31,22003,38.830345,-77.21387,Annandale,VA
944,4874.332,44224,41.174256,-81.43744,Stow,OH
945,4855.6835,75146,32.590063,-96.75892,Lancaster,TX
946,4852.854,62701,39.80095,-89.64999,Springfield,IL
947,4846.14,33142,25.812625,-80.2369,Miami,FL
948,4803.55,52732,41.861633,-90.21539,Clinton,IA
949,4786.7575,34759,28.094144,-81.48395,Kissimmee,FL
950,4771.38,84107,40.659997,-111.88394,Salt Lake City,UT
951,4770.47,44691,40.800086,-81.95726,Wooster,OH
952,4763.2575,53154,42.884347,-87.8992,Oak Creek,WI
953,4758.117,45431,39.765259,-84.10262,Dayton,OH
954,4742.32,27707,35.963994,-78.93602,Durham,NC
955,4741.1,24541,36.581085,-79.45027,Danville,VA
956,4718.13,60462,41.623532,-87.83542,Orland Park,IL
957,4696.6065,47201,39.185341,-85.9456,Columbus,IN
958,4673.4605,28227,35.192919,-80.66822,Charlotte,NC
959,4671.1495,2917,41.894499,-71.51646,Smithfield,RI
960,4640.5365,19805,39.745377,-75.58251,Wilmington,DE
961,4638.734,27260,35.950436,-79.99345,High Point,NC
962,4637.8,93030,34.21707,-119.1769,Oxnard,CA
963,4634.2,43221,40.02063,-83.07655,Columbus,OH
964,4617.446,72714,36.458041,-94.23551,Bella Vista,AR
965,4612.64,84044,40.700162,-112.08318,Magna,UT
966,4604.4405,48237,42.467235,-83.17952,Oak Park,MI
967,4599.41,77471,29.549455,-95.81901,Rosenberg,TX
968,4587.76,66203,39.020405,-94.70583,Shawnee Mission,KS
969,4586.98,75234,32.925975,-96.88322,Dallas,TX
970,4577.53,54220,44.096194,-87.68919,Manitowoc,WI
971,4571.2965,90712,33.851965,-118.1468,Lakewood,CA
972,4566.0465,48060,42.978974,-82.44402,Port Huron,MI
973,4562.74,63042,38.7785,-90.37005,Hazelwood,MO
974,4547.3885,55369,45.120764,-93.43183,Osseo,MN
975,4543.354,5439,44.49518,-73.165092,Colchester,VT
976,4531.34,2019,42.075122,-71.47953,Bellingham,MA
977,4520.81,76086,32.77516,-97.77987,Weatherford,TX
978,4508.56,3054,42.858053,-71.51216,Merrimack,NH
979,4507.22,86314,34.621743,-112.32176,Prescott Valley,AZ
980,4498.4025,77489,29.601141,-95.51772,Missouri City,TX
981,4493.71,79109,35.171903,-101.87581,Amarillo,TX
982,4481.64,10580,40.976579,-73.69002,Rye,NY
983,4481.02,75023,33.054671,-96.73506,Plano,TX
984,4475.04,60160,41.89988,-87.85978,Melrose Park,IL
985,4472.931,94513,37.932123,-121.70381,Brentwood,CA
986,4463.99,80233,39.903043,-104.9544,Denver,CO
987,4450.817,33334,26.182161,-80.13341,Fort Lauderdale,FL
988,4449.7975,72956,35.456536,-94.34581,Van Buren,AR
989,4447.41,60068,42.01183,-87.84158,Park Ridge,IL
990,4437.3605,26301,39.281289,-80.34348,Clarksburg,WV
991,4436.642,42104,36.930527,-86.44751,Bowling Green,KY
992,4416.71,4330,44.344406,-69.76345,Augusta,ME
993,4416.651,80303,39.989135,-105.22883,Boulder,CO
994,4408.61,61265,41.490333,-90.50006,Moline,IL
995,4408.27,1945,42.497146,-70.86323,Marblehead,MA
996,4391.77,30344,33.676258,-84.44977,Atlanta,GA
997,4373.8535,6450,41.532048,-72.78145,Meriden,CT
998,4372.5795,48336,42.458502,-83.3464,Farmington,MI
999,4355.37,46307,41.418873,-87.34298,Crown Point,IN
1000,4348.9,41075,39.076011,-84.45127,Fort Thomas,KY
1001,4344.903,66202,39.023105,-94.66658,Shawnee Mission,KS
1002,4342.512,4070,43.576983,-70.273642,Scarborough,ME
1003,4333.15,30907,33.512541,-82.09491,Augusta,GA
1004,4315.03,30076,34.032532,-84.31774,Roswell,GA
1005,4309.67,22601,39.179076,-78.16653,Winchester,VA
1006,4303.3,29501,34.195705,-79.80977,Florence,SC
1007,4299.832,66614,39.015374,-95.76057,Topeka,KS
1008,4279.228,63385,38.808884,-90.85922,Wentzville,MO
1009,4276.45,77015,29.778526,-95.18118,Houston,TX
1010,4276.4025,98444,47.153571,-122.4485,Tacoma,WA
1011,4264.015,6478,41.428163,-73.12729,Oxford,CT
1012,4234.5065,78745,30.207559,-97.79575,Austin,TX
1013,4212.15,28314,35.060087,-79.00848,Fayetteville,NC
1014,4211,2190,42.1711,-70.94597,Weymouth,MA
1015,4210.722,36869,32.433065,-85.04512,Phenix City,AL
1016,4185.6815,19711,39.700561,-75.7431,Newark,DE
1017,4167.5755,76541,31.117874,-97.72924,Killeen,TX
1018,4119.8505,33917,26.711647,-81.865,North Fort Myers,FL
1019,4117.5195,33801,28.041198,-81.92392,Lakeland,FL
1020,4115.74,6855,41.100496,-73.39918,Norwalk,CT
1021,4110.94,7003,40.803,-74.18895,Bloomfield,NJ
1022,4105.565,21040,39.427058,-76.30183,Edgewood,MD
1023,4101.13,21042,39.276305,-76.86082,Ellicott City,MD
1024,4080.828,22801,38.426786,-78.88153,Harrisonburg,VA
1025,4079.7,48823,42.747922,-84.47143,East Lansing,MI
1026,4073.3515,47401,39.131576,-86.49743,Bloomington,IN
1027,4061.34,34952,27.291694,-80.29691,Port Saint Lucie,FL
1028,4039.597,55423,44.877164,-93.28124,Minneapolis,MN
1029,4037.493,28806,35.575877,-82.6062,Asheville,NC
1030,4027.54,91711,34.110009,-117.71973,Claremont,CA
1031,4021.9,60432,41.533631,-88.05592,Joliet,IL
1032,4009.19,68005,41.146848,-95.90796,Bellevue,NE
1033,4007.457,97330,44.608694,-123.2752,Corvallis,OR
1034,3988.0895,2816,41.69105,-71.57462,Coventry,RI
1035,3979.33,52761,41.413372,-91.00612,Muscatine,IL
1036,3972.6,30297,33.615409,-84.36704,Forest Park,GA
1037,3968.9795,29651,34.937356,-82.22117,Greer,SC
1038,3964.8035,76308,33.859798,-98.54064,Wichita Falls,TX
1039,3947.4,59750,45.946694,-112.6987,Butte,MT
1040,3938.659,7843,40.937206,-74.66147,Hopatcong,NJ
1041,3924.59,75019,32.967341,-96.98656,Coppell,TX
1042,3923.54,35244,33.356981,-86.81577,Birmingham,AL
1043,3892.83,11575,40.679413,-73.58694,Roosevelt,NY
1044,3884.74,45429,39.687459,-84.15595,Dayton,OH
1045,3882.28,28027,35.405636,-80.63823,Concord,NC
1046,3872.38,2050,42.109763,-70.69172,Marshfield,MA
1047,3863.28,49505,43.000076,-85.64785,Grand Rapids,MI
1048,3858.3,60102,42.17315,-88.31849,Algonquin,IL
1049,3856.6305,90260,33.888364,-118.35355,Lawndale,CA
1050,3838.64,53713,43.037647,-89.39154,Madison,WI
1051,3819.62,15221,40.438035,-79.87191,Pittsburgh,PA
1052,3808,56301,45.526066,-94.20649,Saint Cloud,MN
1053,3804.26,68801,40.922826,-98.33087,Grand Island,NE
1054,3802.97,71109,32.474453,-93.80022,Shreveport,LA
1055,3802.0515,42240,36.866845,-87.47617,Hopkinsville,KY
1056,3765.6,45011,39.404856,-84.52271,Hamilton,OH
1057,3764.99,25801,37.79064,-81.19958,Beckley,WV
1058,3762.44,71203,32.547067,-92.04384,Monroe,LA
1059,3747.568,15102,40.324535,-80.03864,Bethel Park,PA
1060,3721.64,95677,38.789165,-121.23825,Rocklin,CA
1061,3717.59,33021,26.023634,-80.18922,Hollywood,FL
1062,3713.324,30338,33.942751,-84.31769,Atlanta,GA
1063,3702.59,18018,40.625444,-75.38831,Bethlehem,PA
1064,3691.72,45840,41.037325,-83.64576,Findlay,OH
1065,3664.118,8101,39.80237,-74.938259,Camden,NJ
1066,3662.065,44094,41.625886,-81.39929,Willoughby,OH
1067,3652.86,30328,33.931746,-84.37817,Atlanta,GA
1068,3647.0005,60423,41.501178,-87.83875,Frankfort,IL
1069,3645.12,2210,42.347974,-71.04463,Boston,MA
1070,3641.444,35020,33.405559,-86.95141,Bessemer,AL
1071,3613.96,46350,41.605749,-86.71983,La Porte,IN
1072,3611.064,49442,43.232615,-86.1955,Muskegon,MI
1073,3587.72,8753,39.974584,-74.15141,Toms River,NJ
1074,3559.95,75901,31.330567,-94.68667,Lufkin,TX
1075,3553.6625,85335,33.596823,-112.32364,El Mirage,AZ
1076,3546.95,92025,33.106862,-117.07077,Escondido,CA
1077,3537.62,97301,44.926644,-122.98694,Salem,OR
1078,3532.96,7090,40.649202,-74.34567,Westfield,NJ
1079,3517.29,94015,37.682583,-122.48209,Daly City,CA
1080,3512.4295,14853,42.447373,-76.483703,Ithaca,NY
1081,3479.14,53220,42.969115,-87.99141,Milwaukee,WI
1082,3474.28,79072,34.191002,-101.72506,Plainview,TX
1083,3471.62,82901,41.594542,-109.16304,Rock Springs,WY
1084,3469.56,7506,40.957498,-74.15627,Hawthorne,NJ
1085,3460.6975,11727,40.884895,-73.00501,Coram,NY
1086,3457.39,17331,39.795301,-76.97727,Hanover,PA
1087,3452.1475,84037,41.032893,-111.93004,Kaysville,UT
1088,3444.17,80219,39.698137,-105.03483,Denver,CO
1089,3438.4665,64055,39.053255,-94.4061,Independence,MO
1090,3420.71,61801,40.109647,-88.21246,Urbana,IL
1091,3400.63,2886,41.705478,-71.45119,Warwick,RI
1092,3368.6515,98146,47.501753,-122.35688,Seattle,WA
1093,3368.2,30809,33.551145,-82.13949,Evans,GA
1094,3331.81,2808,41.402009,-71.74785,Bradford,RI
1095,3316.4045,70601,30.226399,-93.20496,Lake Charles,LA
1096,3311.876,14043,42.904958,-78.7006,Depew,NY
1097,3279.983,76201,33.226598,-97.13061,Denton,TX
1098,3270.5515,40356,37.883886,-84.571,Nicholasville,KY
1099,3269.9,44903,40.766589,-82.51869,Mansfield,OH
1100,3246.958,8817,40.516104,-74.39754,Edison,NJ
1101,3235.759,39530,30.399148,-88.88917,Biloxi,MS
1102,3232.618,43229,40.085313,-82.97326,Columbus,OH
1103,3230.543,32953,28.396301,-80.70198,Merritt Island,FL
1104,3228.3655,75098,33.011975,-96.53607,Wylie,TX
1105,3222,44870,41.42646,-82.71083,Sandusky,OH
1106,3194.03,35904,34.032097,-86.0353,Gadsden,AL
1107,3188.0735,34609,28.475662,-82.50199,Brooksville,FL
1108,3186.77,2032,42.153912,-71.21362,East Walpole,MA
1109,3172.336,62301,39.929597,-91.37415,Quincy,IL
1110,3171.0305,75067,33.020118,-97.00771,Lewisville,TX
1111,3165.679,54880,46.684273,-92.09474,Superior,WI
1112,3159.24,33441,26.309657,-80.09541,Deerfield Beach,FL
1113,3152.18,31204,32.844872,-83.67119,Macon,GA
1114,3149.325,94568,37.714179,-121.92567,Dublin,CA
1115,3144.4385,8701,40.082782,-74.2094,Lakewood,NJ
1116,3136.2025,7740,40.297932,-73.99097,Long Branch,NJ
1117,3127.736,35810,34.77624,-86.61339,Huntsville,AL
1118,3122.55,60302,41.893941,-87.78899,Oak Park,IL
1119,3105.4975,72022,34.606079,-92.49472,Bryant,AR
1120,3096.97,15131,40.341469,-79.81105,McKeesport,PA
1121,3093.65,40475,37.745999,-84.28433,Richmond,KY
1122,3086.19,27511,35.755651,-78.77508,Cary,NC
1123,3081.1715,37743,36.102325,-82.85446,Greeneville,TN
1124,3079.16,41011,39.0752,-84.52064,Covington,KY
1125,3075.78,8028,39.700008,-75.11951,Glassboro,NJ
1126,3048.37,76106,32.798429,-97.354,Fort Worth,TX
1127,3014.946,90278,33.871214,-118.37177,Redondo Beach,CA
1128,3013.32,93405,35.277189,-120.70305,San Luis Obispo,CA
1129,3011.68,3045,43.037495,-71.57023,Goffstown,NH
1130,3006.3215,60452,41.605633,-87.75356,Oak Forest,IL
1131,2998.16,40324,38.221179,-84.55465,Georgetown,KY
1132,2996.93,7666,40.890964,-74.01115,Teaneck,NJ
1133,2996.394,92024,33.053092,-117.26855,Encinitas,CA
1134,2990.44,53186,43.015289,-88.20924,Waukesha,WI
1135,2983.452,17403,39.952198,-76.71328,York,PA
1136,2968.18,90604,33.929163,-118.009,Whittier,CA
1137,2952.247,98270,48.061269,-122.1588,Marysville,WA
1138,2944.5,11757,40.690049,-73.37442,Lindenhurst,NY
1139,2934.88,3060,42.748888,-71.46492,Nashua,NH
1140,2928.54,11729,40.760698,-73.33007,Deer Park,NY
1141,2925.78,6607,41.177646,-73.16649,Bridgeport,CT
1142,2923.08,15146,40.431034,-79.76526,Monroeville,PA
1143,2919.03,98158,47.432251,-121.803388,Seattle,WA
1144,2903.62,68025,41.434796,-96.48869,Fremont,NE
1145,2899.98,7470,40.943608,-74.25004,Wayne,NJ
1146,2891.077,12047,42.773777,-73.70793,Cohoes,NY
1147,2891.06,53142,42.559823,-87.87878,Kenosha,WI
1148,2872.18,33614,28.006247,-82.50632,Tampa,FL
1149,2869.44,1013,42.161492,-72.60316,Chicopee,MA
1150,2866.77,77803,30.678097,-96.37639,Bryan,TX
1151,2865.73,6770,41.493763,-73.05173,Naugatuck,CT
1152,2860.19,6511,41.317197,-72.92798,New Haven,CT
1153,2853.16,99301,46.270249,-119.09462,Pasco,WA
1154,2844.75,33772,27.843349,-82.79307,Seminole,FL
1155,2842.4985,66215,38.961006,-94.74145,Shawnee Mission,KS
1156,2825.401,84003,40.394235,-111.79449,American Fork,UT
1157,2809.154,11722,40.784874,-73.19924,Central Islip,NY
1158,2801.58,94533,38.269582,-122.03701,Fairfield,CA
1159,2784.109,38801,34.23615,-88.75665,Tupelo,MS
1160,2781.35,44035,41.369846,-82.10874,Elyria,OH
1161,2774.46,46530,41.741872,-86.13717,Granger,IN
1162,2771.282,46041,40.290615,-86.5028,Frankfort,IN
1163,2762.23,52241,41.688215,-91.58676,Coralville,IA
1164,2761.56,75034,33.143792,-96.83938,Frisco,TX
1165,2737.99,7042,40.81315,-74.21576,Montclair,NJ
1166,2734.08,57103,43.537075,-96.69527,Sioux Falls,SD
1167,2730.67,20814,38.999759,-77.10185,Bethesda,MD
1168,2730.529,51503,41.2544,-95.79062,Council Bluffs,IA
1169,2727.6015,64130,39.034838,-94.54507,Kansas City,MO
1170,2718.9,49001,42.278891,-85.55107,Kalamazoo,MI
1171,2714.225,44052,41.459218,-82.1691,Lorain,OH
1172,2701.36,97477,44.061057,-123.01769,Springfield,OR
1173,2697.5135,2358,41.805219,-70.62642,North Pembroke,MA
1174,2686.81,48601,43.413975,-83.91427,Saginaw,MI
1175,2682.246,37167,35.968513,-86.52231,Smyrna,TN
1176,2675.3,83201,42.883214,-112.43968,Pocatello,ID
1177,2671.99,7060,40.620102,-74.42481,Plainfield,NJ
1178,2662.2375,89701,39.147877,-119.74536,Carson City,NV
1179,2661.66,60440,41.703097,-88.07462,Bolingbrook,IL
1180,2654.16,6488,41.475263,-73.22184,Southbury,CT
1181,2651.23,1803,42.506362,-71.20008,Burlington,MA
1182,2643.837,79701,31.995623,-102.08108,Midland,TX
1183,2638.63,84084,40.627668,-111.97566,West Jordan,UT
1184,2610.6305,76051,32.93195,-97.08498,Grapevine,TX
1185,2600.81,37664,36.522968,-82.51162,Kingsport,TN
1186,2585.638,60459,41.744082,-87.77022,Burbank,IL
1187,2585.25,7407,40.905639,-74.1199,Elmwood Park,NJ
1188,2559.68,36701,32.429066,-87.03809,Selma,AL
1189,2554.146,7646,40.936211,-74.0188,New Milford,NJ
1190,2538.47,46514,41.707616,-85.97605,Elkhart,IN
1191,2538.41,90640,34.014212,-118.11358,Montebello,CA
1192,2500.36,8830,40.571504,-74.3183,Iselin,NJ
1193,2497.78,63044,38.757318,-90.42335,Bridgeton,MO
1194,2487.63,55122,44.804548,-93.19871,Saint Paul,MN
1195,2462.606,98059,47.493031,-122.14169,Renton,WA
1196,2453.04,35473,33.260567,-87.58945,Northport,AL
1197,2433.55,1462,42.582839,-71.72051,Lunenburg,MA
1198,2430.6,82001,41.141281,-104.80208,Cheyenne,WY
1199,2418.03,7410,40.933943,-74.11671,Fair Lawn,NJ
1200,2417.05,76131,32.873017,-97.34622,Fort Worth,TX
1201,2400.8435,98310,47.58675,-122.62371,Bremerton,WA
1202,2397.628,73521,34.638773,-99.31787,Altus,OK
1203,2361.1,1089,42.112793,-72.64066,West Springfield,MA
1204,2343.3435,13905,42.121443,-75.93329,Binghamton,NY
1205,2339.63,85323,33.454441,-112.32401,Avondale,AZ
1206,2326.56,7055,40.857384,-74.12899,Passaic,NJ
1207,2318.2135,1519,42.201674,-71.68771,Grafton,MA
1208,2304.07,92231,32.683491,-115.48277,Calexico,CA
1209,2301.8595,89431,39.542711,-119.75445,Sparks,NV
1210,2300.4035,44511,41.069158,-80.69134,Youngstown,OH
1211,2289.86,78666,29.876944,-97.94668,San Marcos,TX
1212,2287.92,63376,38.778579,-90.62045,Saint Peters,MO
1213,2279.91,48141,42.292582,-83.31414,Inkster,MI
1214,2277.03,6443,41.298648,-72.60938,Madison,CT
1215,2263.876,16509,42.074056,-80.06927,Erie,PA
1216,2258.24,78501,26.213105,-98.23579,Mcallen,TX
1217,2248.081,93101,34.420163,-119.7065,Santa Barbara,CA
1218,2243.42,79907,31.70831,-106.32749,El Paso,TX
1219,2240.2,11598,40.633103,-73.71404,Woodmere,NY
1220,2239.93,1845,42.683841,-71.11171,North Andover,MA
1221,2229.7505,38701,33.380388,-91.05187,Greenville,MS
1222,2217.592,7652,40.947107,-74.07047,Paramus,NJ
1223,2209.72,32503,30.447997,-87.20727,Pensacola,FL
1224,2203.8365,19401,40.123708,-75.33843,Norristown,PA
1225,2202.45,7071,40.808416,-74.12111,Lyndhurst,NJ
1226,2191.74,97601,42.282428,-121.88447,Klamath Falls,OR
1227,2189.68,77705,30.009609,-94.11401,Beaumont,TX
1228,2179.8,48375,42.462734,-83.45865,Novi,MI
1229,2172.515,1876,42.601684,-71.22071,Tewksbury,MA
1230,2171.735,48126,42.333787,-83.18179,Dearborn,MI
1231,2170,6415,41.56033,-72.33795,Colchester,CT
1232,2169.05,94024,37.353741,-122.08717,Los Altos,CA
1233,2163.11,7040,40.728901,-74.26821,Maplewood,NJ
1234,2162.4335,54601,43.797116,-91.21141,La Crosse,WI
1235,2160.27,2638,41.736684,-70.19183,Dennis,MA
1236,2153.56,37086,36.01333,-86.56268,La Vergne,TN
1237,2138.63,1040,42.201891,-72.6242,Holyoke,MA
1238,2136.93,22193,38.646375,-77.34469,Woodbridge,VA
1239,2128.62,8302,39.445164,-75.24215,Bridgeton,NJ
1240,2121.19,46016,40.098641,-85.68452,Anderson,IN
1241,2108.4,38301,35.60758,-88.81959,Jackson,TN
1242,2099.44,19901,39.16426,-75.51163,Dover,DE
1243,2096.7,2180,42.480145,-71.09835,Stoneham,MA
1244,2092.4,72450,36.065711,-90.5102,Paragould,AR
1245,2074.63,33317,26.113664,-80.22376,Fort Lauderdale,FL
1246,2072.5655,98502,47.071484,-122.97702,Olympia,WA
1247,2064.65,60194,42.037108,-88.10719,Schaumburg,IL
1248,2055.25,46342,41.533786,-87.26403,Hobart,IN
1249,2046.85,33161,25.893372,-80.18164,Miami,FL
1250,2036.53,92683,33.751418,-117.99392,Westminster,CA
1251,2036.5,80030,39.830936,-105.03736,Westminster,CO
1252,2036.13,94306,37.419389,-122.13273,Palo Alto,CA
1253,2028.55,91505,34.166906,-118.34366,Burbank,CA
1254,2025.01,78664,30.514401,-97.65549,Round Rock,TX
1255,2024.18,1463,42.665686,-71.5929,Pepperell,MA
1256,2023.368,48098,42.599133,-83.15235,Troy,MI
1257,2019.881,8901,40.488304,-74.44775,New Brunswick,NJ
1258,2016.28,90503,33.840264,-118.35587,Torrance,CA
1259,2012.14,2145,42.390846,-71.09225,Somerville,MA
1260,2011.46,2370,42.129513,-70.91189,Rockland,MA
1261,1984.94,7097,40.73276,-74.075485,Jersey City,NJ
1262,1984.5715,84047,40.614997,-111.88704,Midvale,UT
1263,1976.61,7017,40.770933,-74.20589,East Orange,NJ
1264,1954.27,92243,32.783359,-115.57746,El Centro,CA
1265,1951.5865,32725,28.902426,-81.24515,Deltona,FL
1266,1942.1735,2852,41.589701,-71.454,North Kingstown,RI
1267,1940.24,59405,47.476152,-111.26909,Great Falls,MT
1268,1932.86,70560,29.975453,-91.84073,New Iberia,LA
1269,1924.14,75601,32.505248,-94.73172,Longview,TX
1270,1908.8325,92630,33.640223,-117.69108,Lake Forest,CA
1271,1907.11,49002,42.210792,-85.55958,Portage,MI
1272,1906.96,7631,40.893343,-73.9758,Englewood,NJ
1273,1906.75,37075,36.311047,-86.61173,Hendersonville,TN
1274,1904.912,43068,39.956384,-82.7961,Reynoldsburg,OH
1275,1896.41,54401,44.958382,-89.6693,Wausau,WI
1276,1895.55,1748,42.220447,-71.53418,Hopkinton,MA
1277,1893.12,38017,35.057224,-89.67417,Collierville,TN
1278,1880.26,72712,36.362525,-94.23308,Bentonville,AR
1279,1875.21,63105,38.645484,-90.32888,Saint Louis,MO
1280,1875.09,55407,44.934915,-93.25424,Minneapolis,MN
1281,1872.0215,77840,30.614647,-96.32641,College Station,TX
1282,1871.9,16801,40.792011,-77.84993,State College,PA
1283,1871.25,3051,42.759821,-71.42079,Hudson,NH
1284,1868.8185,38671,34.96848,-89.99793,Southaven,MS
1285,1867.3705,47802,39.393237,-87.3977,Terre Haute,IN
1286,1854.94,2864,41.949099,-71.41181,Cumberland,RI
1287,1844.44,95969,39.750422,-121.61026,Paradise,CA
1288,1842.26,33569,27.847802,-82.31799,Riverview,FL
1289,1834.78,11787,40.853343,-73.20777,Smithtown,NY
1290,1828.42,7203,40.653502,-74.26058,Roselle,NJ
1291,1825.42,6790,41.820274,-73.11787,Torrington,CT
1292,1817.18,46226,39.83729,-86.05378,Indianapolis,IN
1293,1812.87,2840,41.488002,-71.31262,Newport,RI
1294,1806.74,89041,36.655797,-116.004795,Pahrump,NV
1295,1791.7095,7109,40.7935,-74.16144,Belleville,NJ
1296,1791.55,28081,35.499521,-80.64447,Kannapolis,NC
1297,1775.33,2914,41.8124,-71.36834,East Providence,RI
1298,1769.9,2018,41.970474,-70.701357,Accord,MA
1299,1765.5725,54956,44.180085,-88.48273,Neenah,WI
1300,1753.77,32708,28.683408,-81.28151,Winter Springs,FL
1301,1742.97,11226,40.645256,-73.95553,Brooklyn,NY
1302,1729.374,8021,39.810485,-74.99574,Clementon,NJ
1303,1722.65,6710,41.569496,-73.04484,Waterbury,CT
1304,1718.0575,44017,41.36995,-81.86259,Berea,OH
1305,1714.688,77478,29.627737,-95.62444,Sugar Land,TX
1306,1709.3495,27217,36.132737,-79.41135,Burlington,NC
1307,1708.14,48185,42.335937,-83.378,Westland,MI
1308,1704.8555,33068,26.21606,-80.21776,Pompano Beach,FL
1309,1692.0515,70056,29.894261,-90.03072,Gretna,LA
1310,1687.44,6408,41.365709,-72.927507,Cheshire,CT
1311,1685.07,8226,39.265371,-74.59381,Ocean City,NJ
1312,1678.45,2108,42.357903,-71.06408,Boston,MA
1313,1674.87,67037,37.557434,-97.25167,Derby,KS
1314,1667.04,64506,39.787394,-94.80941,Saint Joseph,MO
1315,1664.31,21221,39.307737,-76.45171,Essex,MD
1316,1662.57,2718,41.876249,-71.01827,East Taunton,MA
1317,1658.81,27587,35.97154,-78.52241,Wake Forest,NC
1318,1645.967,8332,39.379382,-75.03923,Millville,NJ
1319,1645.29,23518,36.916497,-76.21796,Norfolk,VA
1320,1634.73,29464,32.813518,-79.85899,Mount Pleasant,SC
1321,1625.722,95376,37.728417,-121.42399,Tracy,CA
1322,1622.93,7024,40.849879,-73.97501,Fort Lee,NJ
1323,1612.7505,95823,38.477508,-121.44561,Sacramento,CA
1324,1605.812,39301,32.339004,-88.6596,Meridian,MS
1325,1596.5525,33437,26.522249,-80.15031,Boynton Beach,FL
1326,1569.7045,8816,40.434239,-74.40504,East Brunswick,NJ
1327,1567.29,30904,33.474136,-82.01018,Augusta,GA
1328,1559.7755,6030,41.791776,-72.718832,Farmington,CT
1329,1554.21,2116,42.349622,-71.07372,Boston,MA
1330,1550.64,72903,35.357041,-94.36914,Fort Smith,AR
1331,1548.43,32935,28.13926,-80.65077,Melbourne,FL
1332,1544.4025,11561,40.588154,-73.66517,Long Beach,NY
1333,1542.4315,80122,39.582604,-104.95834,Littleton,CO
1334,1542.1135,33322,26.150863,-80.27284,Fort Lauderdale,FL
1335,1533.74,60148,41.875429,-88.01723,Lombard,IL
1336,1524.185,48911,42.677335,-84.56913,Lansing,MI
1337,1515.64,71301,31.294532,-92.46015,Alexandria,LA
1338,1495.8,3110,42.942551,-71.51993,Bedford,NH
1339,1485.11,7067,40.591653,-74.31341,Colonia,NJ
1340,1447.748,6776,41.581494,-73.41313,New Milford,CT
1341,1444.954,75090,33.632806,-96.59106,Sherman,TX
1342,1430.25,32127,29.116361,-80.98175,Daytona Beach,FL
1343,1409.12,46142,39.62068,-86.15126,Greenwood,IN
1344,1404.68,28540,34.755669,-77.4559,Jacksonville,NC
1345,1386.69,2563,41.735645,-70.48866,Sandwich,MA
1346,1386.29,85635,31.562546,-110.24288,Sierra Vista,AZ
1347,1384.66,43130,39.712887,-82.61216,Lancaster,OH
1348,1364.94,8618,40.238258,-74.7805,Trenton,NJ
1349,1356.45,2038,42.089104,-71.4069,Franklin,MA
1350,1354.5,59901,48.201414,-114.32202,Kalispell,MT
1351,1318.49,6810,41.390194,-73.45441,Danbury,CT
1352,1317.02,84404,41.270319,-112.01932,Ogden,UT
1353,1297.7395,38134,35.193046,-89.86559,Memphis,TN
1354,1297.73,90301,33.955913,-118.35868,Inglewood,CA
1355,1287.59,53005,43.060872,-88.09478,Brookfield,WI
1356,1285.55,2920,41.7715,-71.46485,Cranston,RI
1357,1284.3385,60004,42.108428,-87.97723,Arlington Heights,IL
1358,1284.08,77573,29.502759,-95.08906,League City,TX
1359,1284,58601,46.878057,-102.8041,Dickinson,ND
1360,1277.39,98002,47.304221,-122.21602,Auburn,WA
1361,1275.47,8863,40.535304,-74.31104,Fords,NJ
1362,1265.5,28031,35.477583,-80.8924,Cornelius,NC
1363,1258.56,7712,40.232713,-74.03143,Asbury Park,NJ
1364,1251.82,77530,29.786656,-95.12214,Channelview,TX
1365,1245.78,97062,45.373991,-122.77127,Tualatin,OR
1366,1241.38,46614,41.626588,-86.24804,South Bend,IN
1367,1237.98,84057,40.311854,-111.70561,Orem,UT
1368,1227.02,7111,40.725651,-74.23207,Irvington,NJ
1369,1225.11,60517,41.75253,-88.04864,Woodridge,IL
1370,1214.1545,54481,44.524054,-89.55621,Stevens Point,WI
1371,1209.21,11703,40.733398,-73.32257,North Babylon,NY
1372,1206.42,61821,40.108631,-88.2733,Champaign,IL
1373,1198.2,7650,40.845742,-73.99479,Palisades Park,NJ
1374,1197.68,65203,38.925204,-92.36887,Columbia,MO
1375,1193.65,1469,42.658738,-71.69204,Townsend,MA
1376,1190.17,29301,34.940921,-81.98682,Spartanburg,SC
1377,1187.42,33433,26.347711,-80.15648,Boca Raton,FL
1378,1137.12,29801,33.569885,-81.71368,Aiken,SC
1379,1125.55,73505,34.613973,-98.46255,Lawton,OK
1380,1116.26,20715,38.979413,-76.74382,Bowie,MD
